202020.att.com,144.160.219.116
myattwxbp04.att.com,144.160.225.119
myattwxbp05.att.com,2.17.222.159
myattwxbp06.att.com,144.160.225.121
myattzone-bp1.att.com,2.17.222.159
myattzone-bp2.att.com,2.17.222.159
myattzone-bp3.att.com,2.17.222.159
myattzone-dsk-bp1.att.com,2.17.222.159
myattzone-dsk-bp2.att.com,2.17.222.159
myattzone-dsk-bp3.att.com,2.17.222.159
myattzone-dsk-qa1.att.com,2.17.222.159
myattzone-dsk-qa2.att.com,2.17.222.159
myattzone-dsk-qa3.att.com,2.17.222.159
myattzone-dsk.att.com,2.17.222.159
myattzone-qa1.att.com,2.17.222.159
myattzone-qa2.att.com,2.17.222.159
myattzone-qa3.att.com,2.17.222.159
myattzone.att.com,2.17.222.159
mycoach.att.com,144.160.230.224
myconnectedcar.att.com,68.170.16.255
mydesktop-central01.att.com,144.160.19.29
mydesktop-central02.att.com,144.160.19.38
mydesktop-central03.att.com,144.160.216.29
mydesktop-central04.att.com,144.160.216.47
mydesktop-central05.att.com,144.160.19.59
mydesktop-central06.att.com,144.160.217.253
mydesktop-dr01.att.com,144.160.216.46
mydesktop-dr02.att.com,144.160.217.254
mydesktop-east01.att.com,144.161.8.21
mydesktop-east02.att.com,144.161.8.23
mydesktop-east03.att.com,144.160.241.118
mydesktop-east04.att.com,144.160.241.239
mydesktop-east05.att.com,144.161.9.233
mydesktop-intl01.att.com,195.75.112.162
mydesktop-intl02.att.com,122.248.166.54
mydesktop-intl03.att.com,194.196.91.87
mydesktop-intl04.att.com,202.135.170.54
mydesktop-intl05.att.com,32.60.74.53
mydesktop-intl09.att.com,122.248.166.35
mydesktop-intl10.att.com,122.248.166.36
mydesktop-intl11.att.com,194.196.91.98
mydesktop-intl12.att.com,194.196.91.99
mydesktop-intl13.att.com,202.135.170.34
mydesktop-intl14.att.com,202.135.170.35
mydesktop-intl15.att.com,32.60.74.34
mydesktop-intl16.att.com,32.60.74.35
mydesktop-intl21.att.com,195.75.95.22
mydesktop-intl31.att.com,195.75.95.34
mydesktop-intl41.att.com,195.75.95.35
mydesktop-west01.att.com,135.209.156.44
mydesktop-west02.att.com,144.160.149.98
mydesktop-west03.att.com,144.160.149.99
mydesktop-west04.att.com,144.160.149.206
mydesktop-west05.att.com,144.160.217.252
myfleet.att.com,144.160.56.31
myfleet2017.att.com,144.161.109.236
myhomenetwork-dev.stage.att.com,144.160.194.114
myhomenetwork-qa1.stage.att.com,144.160.194.114
myhomenetwork.att.com,144.160.225.139
mytime-mobile.stage.att.com,144.161.9.232
mytime.uc.att.com,206.19.50.18
myvehicle.att.com,129.192.168.224
myworld.att.com,170.35.216.245
naadmin.uc.att.com,12.130.10.150
naturalvoices.att.com,204.178.8.28
nawesttcsb1.uc.att.com,12.130.157.166
nb01.acss.att.com,144.160.252.95
nb02.acss.att.com,144.160.252.96
nb04.acss.att.com,144.160.252.98
nb06.acss.att.com,144.160.252.190
nb07.acss.att.com,144.160.252.191
nb08.acss.att.com,144.160.253.99
nb09.acss.att.com,144.160.253.100
nb10.acss.att.com,144.160.253.101
nb12.acss.att.com,144.160.253.103
ncblink.att.com,144.160.19.55
ncbls3.vpn.att.com,144.161.32.144
ncclient1.vpn.att.com,144.161.32.142
ncclient2.vpn.att.com,144.161.32.140
ndoc.att.com,144.161.106.35
nebraska.att.com,50.16.158.1
netcam.eia.att.com,144.160.149.179
netcarest.att.com,144.160.84.149
netcaretest-customercareworkflowservice.att.com,144.160.194.114
netcareuat.att.com,144.160.84.145
nettn-smartportal.att.com,144.160.230.33
networkassessment.att.com,144.160.229.28
networkingexchangeblog.att.com,69.192.73.243
networkplaybook.att.com,107.23.185.58
networkrealestate.att.com,144.160.109.130
nevada.att.com,50.16.158.1
new.serviceguide.att.com,144.160.233.88
newgenerasian.att.com,198.23.84.254
newhampshire.att.com,50.16.158.1
newjersey.att.com,50.16.158.1
newmexico.att.com,50.16.158.1
news-iot.att.com,52.191.137.128
news-m2x.att.com,52.183.127.239
newyork.att.com,50.16.158.1
next01.att.com,199.77.102.164
next02.att.com,199.77.102.163
nextmail.att.com,199.77.102.164
nfsdportal.att.com,144.160.219.197
nfsight.research.att.com,207.140.168.117
nic.att.com,12.151.207.99
njlba.voicetone.att.com,63.240.100.65
node-exposure-prod-alpharetta.att.com,144.161.106.44
node-exposure-prod-fairfield.att.com,144.160.149.205
northcarolina.att.com,50.16.158.1
northdakota.att.com,50.16.158.1
nova.uc.att.com,12.130.53.167
now.att.com,144.160.230.22
nrc.att.com,144.161.106.29
ns-e2.research.att.com,204.178.8.12
ns1a.dlife.att.com,144.160.231.29
ns1anew.dlife.att.com,144.160.231.51
ns1d.dlife.att.com,144.160.173.28
ns1dnew.dlife.att.com,144.160.173.35
ns2a.dlife.att.com,144.160.231.30
ns2anew.dlife.att.com,144.160.231.61
ns2d.dlife.att.com,144.160.173.25
ns2dnew.dlife.att.com,144.160.173.36
nsqm.research.att.com,204.178.3.42
oauth-da.idp.flogin.att.com,144.160.125.90
oauth.stage.flogin.att.com,144.161.8.137
oauthapp.stage.att.com,144.160.241.247
obt.eia.att.com,144.160.149.180
officeathand.att.com,88.221.70.131
officedirect.att.com,129.192.129.30
officewebapps.att.com,144.160.12.235
officewebapps2.att.com,144.160.249.47
ohio.att.com,50.16.158.1
oidc-sf.idp.flogin.att.com,144.160.13.26
oidc.stage.elogin.att.com,144.160.243.204
oidc.stage.flogin.att.com,144.161.8.139
oklahoma.att.com,50.16.158.1
ole.att.com,144.161.105.249
one.att.com,70.150.100.33
onemap.att.com,144.160.84.28
onlinefax.att.com,69.49.97.194
onlinefaxtwo.att.com,66.175.42.105
ope02-dcp2.att.com,170.35.228.35
open.att.com,64.49.219.216
opensource.att.com,192.20.225.82
operationhandsalute.att.com,144.161.106.30
opss-agile1.stage.att.com,170.35.217.115
opss-p1cgw1.att.com,170.35.212.143
opss-p1cgw10.att.com,170.35.212.132
opss-p1cgw11.att.com,170.35.212.149
opss-p1cgw12.att.com,170.35.212.245
opss-p1cgw13.att.com,170.35.212.234
opss-p1cgw14.att.com,170.35.212.220
opss-p1cgw15.att.com,170.35.212.146
opss-p1cgw16.att.com,170.35.212.150
opss-p1cgw2.att.com,170.35.212.142
opss-p1cgw3.att.com,170.35.212.164
opss-p1cgw4.att.com,170.35.212.244
opss-p1cgw5.att.com,170.35.212.233
opss-p1cgw6.att.com,170.35.212.221
opss-p1cgw7.att.com,170.35.212.226
opss-p1cgw8.att.com,170.35.212.186
opss-p1cgw9.att.com,170.35.212.133
opss-p2cgw1.att.com,170.35.239.231
opss-p2cgw10.att.com,170.35.239.197
opss-p2cgw11.att.com,170.35.239.190
opss-p2cgw12.att.com,170.35.239.183
opss-p2cgw13.att.com,170.35.239.180
opss-p2cgw14.att.com,170.35.239.174
opss-p2cgw15.att.com,170.35.239.166
opss-p2cgw16.att.com,170.35.239.168
opss-p2cgw2.att.com,170.35.239.199
opss-p2cgw3.att.com,170.35.239.189
opss-p2cgw4.att.com,170.35.239.186
opss-p2cgw5.att.com,170.35.239.177
opss-p2cgw6.att.com,170.35.239.187
opss-p2cgw7.att.com,170.35.239.161
opss-p2cgw8.att.com,170.35.239.173
opss-p2cgw9.att.com,170.35.239.232
opss-perf.att.com,170.35.236.207
opss-qa1.stage.att.com,88.221.68.214
opss-stub.stage.att.com,170.35.217.113
opssp1w10.att.com,88.221.10.19
opssp1w2.att.com,88.221.10.19
opssp1w3.att.com,88.221.10.19
opssp1w4.att.com,88.221.10.19
opssp1w5.att.com,88.221.10.19
opssp1w6.att.com,88.221.10.19
opssp1w7.att.com,88.221.10.19
opssp1w8.att.com,88.221.10.19
opssp1w9.att.com,88.221.10.19
opssp3w1.att.com,88.221.10.19
opssp3w10.att.com,88.221.10.19
opssp3w2.att.com,104.108.49.171
opssp3w3.att.com,88.221.10.19
opssp3w4.att.com,88.221.10.19
opssp3w5.att.com,88.221.10.19
opssp3w7.att.com,88.221.10.19
opssp3w8.att.com,88.221.10.19
opssp9w1.att.com,88.221.10.19
opssp9w10.att.com,88.221.10.19
opssp9w11.att.com,88.221.10.19
opssp9w3.att.com,88.221.10.19
opssp9w5.att.com,88.221.10.19
opssp9w7.att.com,88.221.10.19
opssp9w8.att.com,88.221.10.19
opssp9w9.att.com,88.221.10.19
opusld-h-e.att.com,170.35.212.60
opusld.att.com,170.35.212.60
opuslde1.att.com,170.35.212.61
opusldw1.att.com,170.35.239.78
opusselfinstall.att.com,144.160.218.93
orderstatus.att.com,144.160.230.22
orderstatus.wholesale.att.com,144.161.6.223
oregon.att.com,50.16.158.1
origin-alph-ecms-web.att.com,144.161.106.38
origin-appvblynn1.att.com,12.129.18.158
origin-appvblynn2.att.com,128.177.44.158
origin-b2b-ffdc.wireless.att.com,144.160.149.216
origin-csup-aln.att.com,135.209.224.241
origin-csup-alpha.att.com,144.161.112.42
origin-csup-bth.att.com,135.209.208.241
origin-developer-aln.att.com,135.209.224.50
origin-ecmspr-web-alph-iso1.att.com,144.161.96.185
origin-ecmspr-web-alph-iso2.att.com,144.161.96.180
origin-ecmspr-web-alph-iso3.att.com,144.161.96.181
origin-ecmspr-web-alph.att.com,144.161.106.38
origin-ecmspr-web-frfd-iso1.att.com,144.161.65.101
origin-ecmspr-web-frfd-iso2.att.com,144.161.65.108
origin-ecmspr-web-frfd-iso3.att.com,144.161.65.105
origin-ecmspr-web-frfd.att.com,144.160.149.201
origin-ecmspr-web-km-iso1.att.com,144.161.151.179
origin-ecmspr-web-km-iso2.att.com,144.161.151.180
origin-ecmspr-web-km-iso3.att.com,144.161.151.181
origin-ecmspr-web-km1.att.com,144.161.136.41
origin-ecmspr-web-km2.att.com,144.161.136.42
origin-ecmsstage-web-alph.att.com,144.161.106.54
origin-ecmsstage-web-sfld.att.com,144.160.19.69
origin-edo-lyn1.att.com,12.129.18.182
origin-edo-lyn2.att.com,128.177.44.182
origin-express1-al.att.com,144.160.241.116
origin-express2-bh.att.com,144.161.8.22
origin-express3-ff.att.com,144.160.149.97
origin-express4-sf.att.com,144.160.13.110
origin-frfd-ecms-web.att.com,144.160.149.201
origin-fs-ecare-aln.att.com,135.209.224.193
origin-fs-ecare.att.com,12.153.241.43
origin-fs-fulfillment-lyn1.att.com,12.129.18.181
origin-fs-fulfillment-lyn2.att.com,128.177.44.181
origin-fs-gsapp-aln.att.com,135.209.224.175
origin-fs-navservice-bth.att.com,135.209.208.83
origin-fs-navservice-lyn1.att.com,12.129.18.177
origin-fs-navservice-lyn2.att.com,128.177.44.177
origin-fs-onemap-lyn1.att.com,12.129.18.154
origin-fs-onemap-lyn2.att.com,128.177.44.154
origin-fs-sales-aln.att.com,135.209.224.220
origin-fs-searchservice-aln.att.com,135.209.224.188
origin-fs-searchservice-lyn1.att.com,12.129.18.144
origin-fs-searchservice-lyn2.att.com,128.177.44.144
origin-fs-shop-lyn1.att.com,12.129.18.167
origin-fs-shop-lyn2.att.com,128.177.44.167
origin-fs-standalone-lyn1.att.com,12.129.18.168
origin-fs-standalone-lyn2.att.com,128.177.44.168
origin-fs-store-aln.wireless.att.com,135.209.224.240
origin-fs-unlock-ffdc.att.com,144.161.65.89
origin-fs-vend-lyn1.att.com,12.129.18.175
origin-fs-vend-lyn2.att.com,128.177.44.175
origin-fs-www-lyn1.att.com,12.129.18.166
origin-fs-www-lyn2.att.com,128.177.44.166
origin-fulfill-alpha.att.com,144.161.112.39
origin-fulfill-bhdc.att.com,144.161.21.39
origin-fulfill-ffdc.att.com,144.161.71.39
origin-fulfill-sfdc.att.com,144.160.35.167
origin-gsapp-alpha.att.com,144.161.112.40
origin-gsapp-ffdc.att.com,144.161.71.40
origin-gsapp-lyn1.att.com,12.129.18.180
origin-gsapp-lyn2.att.com,128.177.44.180
origin-jservice-aln.att.com,135.209.224.133
origin-jservice-alpha.att.com,144.161.112.34
origin-jservice-bhdc.att.com,144.161.21.34
origin-jservice-ffdc.att.com,144.161.71.34
origin-jservice-lyn1.att.com,12.129.18.137
origin-jservice-sfdc.att.com,144.160.35.162
origin-navservice-aln.att.com,135.209.224.147
origin-navservice-bth.att.com,135.209.208.147
origin-navservice-lyn1.att.com,12.129.18.160
origin-navservice-lyn2.att.com,128.177.44.160
origin-onemap-aln.att.com,135.209.224.183
origin-onemap-alpha.att.com,144.161.112.33
origin-onemap-bhdc.att.com,144.161.21.33
origin-onemap-bth.att.com,135.209.208.183
origin-onemap-ffdc.att.com,144.161.71.33
origin-onemap-lyn1.att.com,12.129.18.183
origin-onemap-lyn2.att.com,128.177.44.183
origin-onemap-sfdc.att.com,144.160.35.161
origin-osgi-lyn1.att.com,12.129.18.172
origin-osgi-lyn2.att.com,128.177.44.172
origin-qras.att.com,144.160.34.201
origin-sales-alpha.att.com,144.161.112.35
origin-sales-bhdc.att.com,144.161.21.35
origin-sales-ffdc.att.com,144.161.71.35
origin-sales-sfdc.att.com,144.160.35.163
origin-searchservice-aln.att.com,135.209.224.154
origin-searchservice-alpha.att.com,144.161.112.41
origin-searchservice-lyn1.att.com,12.129.18.164
origin-searchservice-lyn2.att.com,128.177.44.164
origin-shop-alpha.att.com,144.161.112.32
origin-shop-bhdc.att.com,144.161.21.32
origin-shop-ffdc.att.com,144.161.71.32
origin-shop-lyn1.att.com,12.129.18.173
origin-shop-lyn2.att.com,128.177.44.173
origin-shop-sfdc.att.com,144.160.35.160
origin-stagetkp.att.com,144.160.233.91
origin-standalone-alpha.att.com,144.161.112.44
origin-standalone-lyn1.att.com,12.129.18.178
origin-standalone-lyn2.att.com,128.177.44.178
origin-static-aln.wireless.att.com,135.209.224.219
origin-static-alpha.att.com,144.161.112.36
origin-static-bhdc.att.com,144.161.21.36
origin-static-ffdc.att.com,144.161.71.36
origin-static-sfdc.att.com,144.160.35.164
origin-store-aln.wireless.att.com,135.209.224.190
origin-turnkey-alpha.att.com,144.161.112.37
origin-turnkey-lyn1.att.com,12.129.18.174
origin-turnkey-lyn2.att.com,128.177.44.174
origin-turnkey.att.com,144.160.233.92
origin-turnkey2-lyn1.att.com,12.129.18.143
origin-turnkey2-lyn2.att.com,128.177.44.143
origin-unlock-alpha.att.com,144.161.98.222
origin-urock-bhdc.att.com,144.161.21.37
origin-urock-ffdc.att.com,144.161.71.37
origin-urock-sfdc.att.com,144.160.35.165
origin-vend-alpha.att.com,144.161.112.38
origin-vend-bhdc.att.com,144.161.21.38
origin-vend-ffdc.att.com,144.161.71.38
origin-vend-lyn1.att.com,12.129.18.176
origin-vend-lyn2.att.com,128.177.44.176
origin-vend-sfdc.att.com,144.160.35.166
origin-wbfc-lyn1.att.com,12.129.18.155
origin-wbfc-lyn2.att.com,128.177.44.155
origin-web-bp03.att.com,12.153.241.92
origin-web-bp04.att.com,12.153.241.93
origin-web01.test.att.com,12.153.241.102
origin-web03.test.att.com,12.153.241.104
origin-web04.test.att.com,12.153.241.105
origin-www-aln.att.com,135.209.224.242
origin-www-alpha.att.com,144.161.112.46
origin-www-lyn1.att.com,12.129.18.140
origin-www-lyn2.att.com,128.177.44.140
origin-www-vblynn1.att.com,12.129.18.157
origin-www-vblynn2.att.com,128.177.44.157
origin-www.att.com,144.160.155.47
origin-xp-cosc-services1-bodc.att.com,135.209.149.141
origin-xp-cosc-services1-dadc.att.com,144.160.104.119
origin-xp-cosc-services1-wwdc.att.com,170.35.214.241
origin-xp-cosc-services10-bodc.att.com,135.209.149.104
origin-xp-cosc-services10-dadc.att.com,144.160.104.122
origin-xp-cosc-services10-wwdc.att.com,170.35.214.244
origin-xp-cosc-services2-bodc.att.com,135.209.149.119
origin-xp-cosc-services2-dadc.att.com,144.160.104.121
origin-xp-cosc-services2-wwdc.att.com,170.35.213.188
origin-xp-cosc-services3-bodc.att.com,135.209.149.103
origin-xp-cosc-services3-dadc.att.com,144.160.104.118
origin-xp-cosc-services3-wwdc.att.com,170.35.213.189
origin-xp-cosc-services4-bodc.att.com,135.209.149.117
origin-xp-cosc-services4-dadc.att.com,144.160.104.120
origin-xp-cosc-services4-wwdc.att.com,170.35.213.193
origin-xp-cosc-services5-bodc.att.com,135.209.149.140
origin-xp-cosc-services5-dadc.att.com,144.160.104.117
origin-xp-cosc-services5-wwdc.att.com,170.35.213.192
origin-xp-cosc-services6-bodc.att.com,135.209.149.102
origin-xp-cosc-services6-dadc.att.com,144.160.104.126
origin-xp-cosc-services6-wwdc.att.com,170.35.214.248
origin-xp-cosc-services7-bodc.att.com,135.209.149.118
origin-xp-cosc-services7-dadc.att.com,144.160.104.124
origin-xp-cosc-services7-wwdc.att.com,170.35.214.247
origin-xp-cosc-services8-bodc.att.com,135.209.149.116
origin-xp-cosc-services8-dadc.att.com,144.160.104.123
origin-xp-cosc-services8-wwdc.att.com,170.35.214.243
origin-xp-cosc-services9-bodc.att.com,135.209.149.101
origin-xp-cosc-services9-dadc.att.com,144.160.104.125
origin-xp-cosc-services9-wwdc.att.com,170.35.214.245
origin-zodiak-aln.att.com,135.209.224.51
origin-zodiak-bth.att.com,135.209.208.51
origin-zodiak-lyn1.att.com,12.129.18.138
origin-zodiak-lyn2.att.com,128.177.44.138
osm.att.com,144.160.230.197
osmuat.att.com,144.160.230.198
oss-sat.att.com,144.160.84.146
oss.att.com,144.160.125.43
oss.test.att.com,144.160.102.148
ossraf.att.com,155.179.77.65
osstoolbar-sat.att.com,144.160.84.147
osstoolbar.att.com,144.160.125.74
otavito1.wireless.labs.att.com,74.191.88.38
ourlivingroom.att.com,34.224.177.139
p0-smartforms.att.com,144.161.177.131
p1eplsourcing.att.com,135.209.156.57
p1scmpurchasing.att.com,135.209.156.48
p1scmstore.att.com,135.209.156.47
p1tng.att.com,144.160.219.104
p1yodaweb.att.com,135.209.156.39
p2eplsourcing.att.com,135.209.168.45
p2scmpurchasing.att.com,135.209.168.41
p2scmstore.att.com,135.209.168.29
p2yodaweb.att.com,135.209.168.26
pages.att.com,142.0.160.57
pai-intldemo.test.dlife.att.com,129.35.179.233
pai-intluat.test.dlife.att.com,68.153.79.87
pai-qa1.test.dlife.att.com,144.160.91.49
pai-qa2.test.dlife.att.com,144.160.91.50
pai-trn1.test.dlife.att.com,144.160.91.61
pai-trn2.test.dlife.att.com,144.160.91.62
pai.dlife.att.com,144.160.231.44
partnerexchange.att.com,136.146.11.163
partners.att.com,64.156.167.121
paymentstatus.att.com,144.160.230.97
pays.synaptic.att.com,206.17.20.105
pays1.synaptic.att.com,206.17.23.189
pays2.synaptic.att.com,206.17.23.209
pays3.synaptic.att.com,206.17.23.21
pcal-vi-o03.att.com,206.18.205.237
pcal-vi-o04.att.com,206.18.205.238
pccheck.att.com,216.150.182.104
pcmt.att.com,52.202.2.164
pcscan.att.com,216.150.182.218
pctoolbox.att.com,54.208.223.178
pdcqc-ca.att.com,144.160.84.125
pennsylvania.att.com,50.16.158.1
perf-ecms-alph.stage.att.com,144.160.241.237
perf-ecms-sfld.stage.att.com,144.160.19.57
pes1-test.test.dlife.att.com,144.160.93.206
pes2-test.test.dlife.att.com,144.160.93.218
pessig.dlife.att.com,144.160.241.154
pessig1-sandbox.dlife.att.com,144.161.97.64
pessig1.dlife.att.com,144.160.237.36
pessig1a-sandbox.dlife.att.com,144.160.174.67
pessig1a.dlife.att.com,144.161.7.156
pessig2-sandbox.dlife.att.com,144.161.97.65
pessig2.dlife.att.com,144.160.237.24
pessig2a-sandbox.dlife.att.com,144.160.174.68
pessig2a.dlife.att.com,144.161.7.188
pessig3.dlife.att.com,144.161.105.17
pessig3a.dlife.att.com,144.161.7.166
pessig4.dlife.att.com,144.161.105.16
pessig4a.dlife.att.com,144.161.7.162
pessig5.dlife.att.com,144.161.105.15
pessig5a.dlife.att.com,144.161.7.157
ph-cmhs1-s1.dlife.att.com,144.161.97.41
ph-cmhs1-s2.dlife.att.com,144.160.174.25
ph-cmhs2-s1.dlife.att.com,144.161.97.44
ph-cmhs2-s2.dlife.att.com,144.160.174.28
ph-cmhs3-s1.dlife.att.com,144.161.97.47
ph-cmhs3-s2.dlife.att.com,144.160.174.31
ph-cmhs4-s1.dlife.att.com,144.161.97.50
ph-cmhs4-s2.dlife.att.com,144.160.174.34
ph-connect-vip.test.dlife.att.com,68.153.79.82
ph-connection-dev.test.dlife.att.com,144.160.90.36
ph-connection-s1.dlife.att.com,144.160.231.48
ph-connection-s2.dlife.att.com,144.160.173.99
ph-connection-test.test.dlife.att.com,144.160.90.39
ph-connection.dlife.att.com,144.160.231.48
ph-download-dev.test.dlife.att.com,144.160.90.38
ph-download-s1.dlife.att.com,144.160.231.50
ph-download-s2.dlife.att.com,144.160.173.101
ph-download-s3.test.dlife.att.com,144.160.90.35
ph-download-test.test.dlife.att.com,144.160.90.41
ph-download-vip.test.dlife.att.com,68.153.79.83
ph-service-vip.test.dlife.att.com,68.153.79.81
ph-upload-dev.test.dlife.att.com,144.160.90.37
ph-upload-s1.dlife.att.com,144.160.231.49
ph-upload-s2.dlife.att.com,144.160.173.100
ph-upload-s3.test.dlife.att.com,144.160.90.34
ph-upload-test.test.dlife.att.com,144.160.90.40
ph-upload-vip.test.dlife.att.com,68.153.79.84
ph-upload.dlife.att.com,144.160.173.100
ph-xmpp1.test.dlife.att.com,68.153.79.54
ph-xmpp2.test.dlife.att.com,68.153.79.55
phonesafety.att.com,50.16.158.1
photos.att.com,34.225.67.9
pittsburgh-attsn.att.com,34.205.137.111
planner.bus.att.com,144.160.233.77
planning-collab.att.com,144.160.241.148
pledge.att.com,65.83.225.45
pledge1.dev-e.att.com,65.83.225.82
pledge1.stage.att.com,65.83.225.83
plfmdev.test.dlife.att.com,68.153.79.14
pm.att.com,144.160.104.31
pmap.wholesale.att.com,144.161.6.222
pnj1.synaptic.att.com,206.16.136.9
policycerts1.att.com,144.160.103.52
policycerts2.att.com,144.160.132.12
policyforum.att.com,52.39.77.57
polish.att.com,144.160.233.92
polishstage.att.com,144.160.233.91
portal.acdn.att.com,92.123.165.208
portal.esinet-911.att.com,98.78.80.1
portal.stage.att.com,216.77.188.97
portal.synaptic.att.com,209.62.145.66
portal.wholesale.att.com,144.160.241.120
pr.att.com,54.193.111.123
pr.encryptionservices.att.com,184.106.21.139
pre-developer.att.com,23.202.242.164
pre-www.att.com,23.202.242.164
pre.att.com,144.160.125.94
premier-da.att.com,144.160.125.94
premier-sf.att.com,144.160.13.28
premier.att.com,2.17.222.159
premier.stage.att.com,144.161.8.141
prestage.att.com,12.153.241.11
prf-lyn1.att.com,12.129.18.184
prf-lyn2.att.com,128.177.44.184
prf1.att.com,12.153.241.22
prf2.att.com,12.153.241.19
prf3.att.com,12.153.241.14
prg.att.com,144.161.106.41
prime.eia.att.com,144.160.149.182
primeaccess.att.com,144.160.104.32
privateintranetprotect.att.com,206.18.163.2
prnoc2-dre.att.com,108.244.183.25
prnoc2.att.com,75.55.67.2
prod-taxexempt.att.com,144.160.219.78
programmingchanges.att.com,104.130.145.173
projectone.att.com,199.108.99.39
promise.att.com,198.246.152.62
promo.att.com,144.161.6.52
promotioncard.att.com,216.240.173.6
protectioncenter.att.com,96.63.76.211
provision.uc.att.com,206.19.50.16
provost.uc.att.com,12.130.53.145
ptt.att.com,144.160.127.11
pttca.att.com,144.160.147.45
publicpolicy.att.com,104.196.161.98
puertorico.att.com,50.16.158.1
purchasing.att.com,135.209.156.27
purchasingdev1.att.com,144.160.125.67
q1eam1w1.stage.att.com,170.35.217.238
q1eam1w10.stage.att.com,170.35.217.231
q1eam1w11.stage.att.com,170.35.217.232
q1eam1w12.stage.att.com,170.35.217.241
q1eam1w13.stage.att.com,170.35.217.233
q1eam1w14.stage.att.com,170.35.217.242
q1eam1w15.stage.att.com,170.35.217.240
q1eam1w16.stage.att.com,170.35.217.239
q1eam1w2.stage.att.com,170.35.217.244
q1eam1w3.stage.att.com,170.35.217.245
q1eam1w4.stage.att.com,170.35.217.230
q1eam1w5.stage.att.com,170.35.217.236
q1eam1w6.stage.att.com,170.35.217.237
q1eam1w7.stage.att.com,170.35.217.235
q1eam1w8.stage.att.com,170.35.217.234
q1eam1w9.stage.att.com,170.35.217.243
qa1dlcatadmin.test.att.com,144.160.84.134
qa1forecasting.att.com,135.209.160.131
quickstart-prod.att.com,144.161.106.45
quickstart.att.com,144.161.106.45
r.research.att.com,207.140.168.126
rabbitmq.synaptic.att.com,206.17.19.158
rbugs.research.att.com,207.140.168.137
rc.att.com,64.186.176.49
rcv-ibsdev.test.dlife.att.com,68.153.79.9
rcv-ibssystest.test.dlife.att.com,68.153.79.38
rd1tng.att.com,144.160.219.97
rds.eia.att.com,144.160.149.186
re-a1.att.com,144.160.113.153
re-a10.att.com,144.160.113.171
re-a2.att.com,144.160.113.155
re-a21.att.com,144.160.113.173
re-a3.att.com,144.160.239.157
re-a4.att.com,144.160.239.159
re-a5.att.com,144.160.113.161
re-a52.att.com,144.161.200.175
re-a53.att.com,144.160.248.177
re-a6.att.com,144.160.239.163
re-a7.att.com,144.160.239.165
re-a8.att.com,144.160.248.167
re-a9.att.com,144.160.113.169
re-d1.att.com,144.160.218.154
re-d10.att.com,144.161.180.172
re-d2.att.com,144.160.218.156
re-d21.att.com,144.160.113.174
re-d3.att.com,144.160.113.158
re-d4.att.com,144.160.218.160
re-d5.att.com,144.160.218.162
re-d52.att.com,144.161.200.176
re-d53.att.com,144.161.200.178
re-d6.att.com,144.160.218.164
re-d7.att.com,144.160.218.166
re-d8.att.com,144.161.180.168
re-d9.att.com,144.161.180.170
re.att.com,144.160.239.214
realyp.att.com,208.93.105.70
referrals.att.com,67.22.104.163
rehome.att.com,144.160.239.128
relayservices.att.com,144.160.155.53
remotecontrol.labs.att.com,216.103.127.136
remoteservices.att.com,144.160.155.63
remotesupport.att.com,144.160.155.62
repair.att.com,144.160.36.55
research.att.com,135.207.255.38
resources.att.com,142.0.173.134
retail.dp.att.com,144.161.96.21
retail2.dp.att.com,144.160.40.88
retailplanningtest1.att.com,144.160.241.152
retiree.att.com,144.160.34.245
rewardcenter.att.com,199.249.253.47
rewardinfo.att.com,185.11.125.21
rhodeisland.att.com,50.16.158.1
rms-s1-ace1-dpe-intl.test.dlife.att.com,68.153.79.73
rms-s1-ace1-dpe.digitallife.att.com,68.153.79.65
rms-s1-ace1-dpe.test.dlife.att.com,68.153.79.65
rms-s1-ace1-upload-intl.test.dlife.att.com,68.153.79.74
rms-s1-ace1-upload.digitallife.att.com,68.153.79.66
rms-s1-ace1-upload.test.dlife.att.com,68.153.79.66
rms-s1-central1.digitallife.att.com,68.153.79.69
rms-s1-central1.test.dlife.att.com,68.153.79.69
rms-s1-cmhs1-intl.test.dlife.att.com,68.153.79.71
rms-s1-cmhs1.digitallife.att.com,68.153.79.67
rms-s1-cmhs1.test.dlife.att.com,68.153.79.67
rms-s1-cmhs2-intl.test.dlife.att.com,68.153.79.72
rms-s1-cmhs2.digitallife.att.com,68.153.79.68
rms-s1-cmhs2.test.dlife.att.com,68.153.79.68
rms-s1-dpe1.test.dlife.att.com,68.153.79.70
rms-test.att.com,144.160.230.74
rms.att.com,144.160.230.73
rmsoca.att.com,144.160.107.41
rmsocatest.att.com,144.160.107.42
roam.abn-uniplan.att.com,144.160.149.166
roam.eia.att.com,144.160.149.166
rockymountain-attsn.att.com,34.205.137.111
rome.att.com,144.160.219.160
routeit.att.com,144.160.233.90
rs.att.com,54.208.223.178
rsc.att.com,216.12.234.32
rsvp.att.com,144.160.233.168
rth.att.com,50.16.158.1
russian.att.com,144.160.233.92
russianstage.att.com,144.160.233.91
rv03.acss.att.com,144.160.252.100
salesdashboard.att.com,144.160.230.224
salesexpresstest-ovals.att.com,144.160.230.86
saml-sf.idp.flogin.att.com,144.160.13.25
saml.eia.att.com,144.160.149.191
saml.stage.blogin.att.com,144.161.8.149
saml.stage.flogin.att.com,144.161.8.138
